ReactionID,MinFlux,MaxFlux,Compartment
MAR02363,0,0.026980354,Fatty acid biosynthesis (unsaturated)
MAR02364,0,0.026980354,Fatty acid biosynthesis (unsaturated)
MAR02190,0,0.176898569,Fatty acid elongation (even-chain)
MAR02191,0,0.176898569,Fatty acid elongation (even-chain)
MAR02193,0,0.176898569,Fatty acid elongation (even-chain)
MAR02194,0,0.172252433,Fatty acid elongation (even-chain)
MAR02201,0,0.166874213,Fatty acid elongation (even-chain)
MAR02202,0,0.166874213,Fatty acid elongation (even-chain)
MAR02203,0,0.166874213,Fatty acid elongation (even-chain)
MAR02204,0,0.166874213,Fatty acid elongation (even-chain)
MAR02205,0,0.153078325,Fatty acid elongation (even-chain)
MAR02208,0,0.153078325,Fatty acid elongation (even-chain)
MAR02209,0,0.153078325,Fatty acid elongation (even-chain)
MAR02210,0,0.153078325,Fatty acid elongation (even-chain)
MAR02211,0,0.141349428,Fatty acid elongation (even-chain)
MAR02212,0,0.141349428,Fatty acid elongation (even-chain)
MAR02213,0,0.141349428,Fatty acid elongation (even-chain)
MAR02214,0,0.141349428,Fatty acid elongation (even-chain)
MAR02215,0,0.131254825,Fatty acid elongation (even-chain)
MAR02217,0,0.131254825,Fatty acid elongation (even-chain)
MAR02218,0,0.131254825,Fatty acid elongation (even-chain)
MAR02219,0,0.131254825,Fatty acid elongation (even-chain)
MAR02259,0,0.087111221,Fatty acid elongation (odd-chain)
MAR02260,0,0.087111221,Fatty acid elongation (odd-chain)
MAR02261,0,0.087111221,Fatty acid elongation (odd-chain)
MAR02262,0,0.087111221,Fatty acid elongation (odd-chain)
MAR02263,0,0.086388,Fatty acid elongation (odd-chain)
MAR02264,0,0.086388,Fatty acid elongation (odd-chain)
MAR02265,0,0.086388,Fatty acid elongation (odd-chain)
MAR02266,0,0.086388,Fatty acid elongation (odd-chain)
MAR02267,0,0.064097079,Fatty acid elongation (odd-chain)
MAR02268,0,0.064097079,Fatty acid elongation (odd-chain)
MAR02269,0,0.064097079,Fatty acid elongation (odd-chain)
MAR02270,0,0.064097079,Fatty acid elongation (odd-chain)
MAR02281,0,0.026964046,Fatty acid desaturation (even-chain)
MAR02282,0,0.026964047,Fatty acid desaturation (even-chain)
MAR02284,0,0.026964047,Fatty acid desaturation (even-chain)
MAR02286,0,0.027917217,Fatty acid desaturation (even-chain)
MAR02287,0,0.027100914,Fatty acid desaturation (even-chain)
MAR02292,0,0.027128323,Fatty acid desaturation (even-chain)
MAR02293,0,0.027128323,Fatty acid desaturation (even-chain)
MAR02294,0,0.027128323,Fatty acid desaturation (even-chain)
MAR02295,0,0.02934787,Fatty acid desaturation (even-chain)
MAR02296,0,0.026864312,Fatty acid desaturation (even-chain)
MAR02359,0,0.022802297,Fatty acid desaturation (even-chain)
MAR02365,0,0.014176947,Fatty acid desaturation (even-chain)
MAR02288,0,0.024607914,Fatty acid desaturation (odd-chain)
MAR02289,0,0.024607914,Fatty acid desaturation (odd-chain)
MAR00709,0,0.277057078,Fatty acid biosynthesis
MAR02150,0,0.239876312,Fatty acid biosynthesis
MAR02151,0,1.251902814,Fatty acid biosynthesis
MAR02172,0,0.239875188,Fatty acid biosynthesis
MAR02177,0,0.198098222,Fatty acid biosynthesis
MAR02182,0,0.175136651,Fatty acid biosynthesis
MAR02248,0,0.074202268,Fatty acid biosynthesis
MAR02253,0,0.072226515,Fatty acid biosynthesis
MAR02258,0,0.07035324,Fatty acid biosynthesis
MAR02440,0,0,Linoleate metabolism
MAR02441,0,0,Linoleate metabolism
MAR02455,0,0,Linoleate metabolism
MAR02456,0,0,Linoleate metabolism
MAR02457,0,0,Linoleate metabolism
MAR02458,0,0,Linoleate metabolism
MAR02460,0,0,Linoleate metabolism
MAR02463,0,0,Linoleate metabolism
MAR02464,0,0,Linoleate metabolism
MAR02466,0,0,Linoleate metabolism
MAR02467,0,0,Linoleate metabolism
MAR02468,0,0,Linoleate metabolism
MAR02469,0,0,Linoleate metabolism
MAR02470,0,0,Linoleate metabolism
MAR06397,0,0,Lipoic acid metabolism
MAR06400,0,0,Lipoic acid metabolism
MAR06401,0,0,Lipoic acid metabolism
MAR06402,0,0,Lipoic acid metabolism
MAR06403,0,0,Lipoic acid metabolism
MAR02472,0,0.003101511,Omega-3 fatty acid metabolism
MAR02475,0,0.074458837,Omega-3 fatty acid metabolism
MAR02478,0,0.074458837,Omega-3 fatty acid metabolism
MAR02480,0,0.074458837,Omega-3 fatty acid metabolism
MAR02482,0,0.074458837,Omega-3 fatty acid metabolism
MAR02484,0,0.028424301,Omega-3 fatty acid metabolism
MAR02486,0,0.056139684,Omega-3 fatty acid metabolism
MAR02489,0,0.056139684,Omega-3 fatty acid metabolism
MAR02491,0,0.056139684,Omega-3 fatty acid metabolism
MAR02493,0,0.056139684,Omega-3 fatty acid metabolism
MAR02497,0,0.056973334,Omega-3 fatty acid metabolism
MAR02499,0,0.056973334,Omega-3 fatty acid metabolism
MAR02501,0,0.056973334,Omega-3 fatty acid metabolism
MAR02503,0,0.056973334,Omega-3 fatty acid metabolism
MAR02505,0,0.020484707,Omega-3 fatty acid metabolism
MAR02510,0,0.018753611,Omega-3 fatty acid metabolism
MAR02511,0,0.018753611,Omega-3 fatty acid metabolism
MAR02512,0,0.018753611,Omega-3 fatty acid metabolism
MAR02513,0,0.018753611,Omega-3 fatty acid metabolism
MAR02515,0,0.057150128,Omega-3 fatty acid metabolism
MAR02516,0,0.057150128,Omega-3 fatty acid metabolism
MAR02518,0,0.057150128,Omega-3 fatty acid metabolism
MAR02520,0,0.057150128,Omega-3 fatty acid metabolism
MAR02522,0,0.055982577,Omega-3 fatty acid metabolism
MAR02524,0,0.055982577,Omega-3 fatty acid metabolism
MAR02526,0,0.062611368,Omega-3 fatty acid metabolism
MAR02528,0,0.062611368,Omega-3 fatty acid metabolism
MAR02530,0,0.003406987,Omega-3 fatty acid metabolism
MAR02533,0,0.003406987,Omega-3 fatty acid metabolism
MAR02535,0,0.003406987,Omega-3 fatty acid metabolism
MAR02537,0,0.003406987,Omega-3 fatty acid metabolism
MAR02540,0,0.003579691,Omega-3 fatty acid metabolism
MAR02541,0,0.003579691,Omega-3 fatty acid metabolism
MAR02542,0,0.003579691,Omega-3 fatty acid metabolism
MAR02543,0,0.003579691,Omega-3 fatty acid metabolism
MAR02544,0,0.020453815,Omega-3 fatty acid metabolism
MAR02545,-0.020453815,0,Omega-3 fatty acid metabolism
MAR02546,0,0,Omega-3 fatty acid metabolism
MAR02548,0,0,Omega-3 fatty acid metabolism
MAR02549,0,0,Omega-3 fatty acid metabolism
MAR02551,0,0,Omega-3 fatty acid metabolism
MAR02552,0,0,Omega-3 fatty acid metabolism
MAR02553,0,0,Omega-3 fatty acid metabolism
MAR02555,0,0,Omega-3 fatty acid metabolism
MAR02581,0,0,Omega-3 fatty acid metabolism
MAR02582,0,0,Omega-3 fatty acid metabolism
MAR02583,0,0,Omega-3 fatty acid metabolism
MAR02584,0,0,Omega-3 fatty acid metabolism
MAR02368,0,0.024649268,Omega-6 fatty acid metabolism
MAR02371,0,0.074343802,Omega-6 fatty acid metabolism
MAR02374,0,0.074343802,Omega-6 fatty acid metabolism
MAR02376,0,0.074343802,Omega-6 fatty acid metabolism
MAR02378,0,0.074343802,Omega-6 fatty acid metabolism
MAR02380,0,0.014241199,Omega-6 fatty acid metabolism
MAR02383,0,0.074409802,Omega-6 fatty acid metabolism
MAR02387,0,0.074409802,Omega-6 fatty acid metabolism
MAR02389,0,0.074409802,Omega-6 fatty acid metabolism
MAR02395,0,0.057873128,Omega-6 fatty acid metabolism
MAR02397,0,0.057873128,Omega-6 fatty acid metabolism
MAR02399,0,0.06266643,Omega-6 fatty acid metabolism
MAR02401,0,0.06266643,Omega-6 fatty acid metabolism
MAR02403,0,0.021108328,Omega-6 fatty acid metabolism
MAR02408,0,0.019387565,Omega-6 fatty acid metabolism
MAR02409,0,0.019387565,Omega-6 fatty acid metabolism
MAR02410,0,0.019387565,Omega-6 fatty acid metabolism
MAR02411,0,0.049770688,Omega-6 fatty acid metabolism
MAR02415,0,0.026612239,Omega-6 fatty acid metabolism
MAR02417,0,0.026612239,Omega-6 fatty acid metabolism
MAR02419,0,0.026612239,Omega-6 fatty acid metabolism
MAR02421,0,0.026612239,Omega-6 fatty acid metabolism
MAR02423,0,0.084661319,Omega-6 fatty acid metabolism
MAR02426,0,0.084661319,Omega-6 fatty acid metabolism
MAR02428,0,0.084661319,Omega-6 fatty acid metabolism
MAR02430,0,0.084661319,Omega-6 fatty acid metabolism
MAR02433,0,0.082288384,Omega-6 fatty acid metabolism
MAR02434,0,0.082288384,Omega-6 fatty acid metabolism
MAR02435,0,0.082288384,Omega-6 fatty acid metabolism
MAR02436,0,0.082288384,Omega-6 fatty acid metabolism
MAR03452,0,0.010912018,Omega-6 fatty acid metabolism
MAR03453,0,0.010912018,Omega-6 fatty acid metabolism
MAR03454,0,0.010912018,Omega-6 fatty acid metabolism
MAR03455,-0.010912018,0,Omega-6 fatty acid metabolism
MAR03456,0,0.010912018,Omega-6 fatty acid metabolism
MAR03457,0,0.010912018,Omega-6 fatty acid metabolism
MAR03458,0,0.010912018,Omega-6 fatty acid metabolism
MAR00931,0,0,Arachidonic acid metabolism
MAR00932,0,0,Arachidonic acid metabolism
MAR00933,0,0,Arachidonic acid metabolism
MAR00934,0,0,Arachidonic acid metabolism
MAR00935,0,0,Arachidonic acid metabolism
MAR00936,0,0,Arachidonic acid metabolism
MAR00937,0,0,Arachidonic acid metabolism
MAR00938,0,0,Arachidonic acid metabolism
MAR00939,0,0,Arachidonic acid metabolism
MAR00940,0,0,Arachidonic acid metabolism
MAR00942,0,0,Arachidonic acid metabolism
MAR00943,0,0,Arachidonic acid metabolism
MAR00944,0,0,Arachidonic acid metabolism
MAR00946,0,0,Arachidonic acid metabolism
MAR00947,0,0,Arachidonic acid metabolism
MAR00948,0,0,Arachidonic acid metabolism
MAR00950,0,0,Arachidonic acid metabolism
MAR00951,0,0,Arachidonic acid metabolism
MAR00954,0,0,Arachidonic acid metabolism
MAR00955,0,0,Arachidonic acid metabolism
MAR00956,0,0,Arachidonic acid metabolism
MAR00958,0,0.014026419,Arachidonic acid metabolism
MAR00959,0,0.014026419,Arachidonic acid metabolism
MAR00960,0,0.011591008,Arachidonic acid metabolism
MAR00963,0,0,Arachidonic acid metabolism
MAR00969,0,0,Arachidonic acid metabolism
MAR00971,0,0.011591008,Arachidonic acid metabolism
MAR00973,0,0,Arachidonic acid metabolism
MAR00979,0,0.014026419,Arachidonic acid metabolism
MAR00980,0,0,Arachidonic acid metabolism
MAR00981,0,0,Arachidonic acid metabolism
MAR00991,0,0,Arachidonic acid metabolism
MAR00992,0,0,Arachidonic acid metabolism
MAR00993,0,0,Arachidonic acid metabolism
MAR00994,0,0,Arachidonic acid metabolism
MAR01029,0,0,Arachidonic acid metabolism
MAR01033,0,0,Arachidonic acid metabolism
MAR01037,0,0,Arachidonic acid metabolism
MAR01039,0,0,Arachidonic acid metabolism
MAR01043,0,0,Arachidonic acid metabolism
MAR01045,0,0,Arachidonic acid metabolism
MAR01048,0,0,Arachidonic acid metabolism
MAR01049,0,0,Arachidonic acid metabolism
MAR01050,0,0,Arachidonic acid metabolism
MAR01054,0,0,Arachidonic acid metabolism
MAR01059,0,0,Arachidonic acid metabolism
MAR01061,0,0,Arachidonic acid metabolism
MAR01065,0,0,Arachidonic acid metabolism
MAR01066,0,0,Arachidonic acid metabolism
MAR01067,0,0,Arachidonic acid metabolism
MAR01068,0,0,Arachidonic acid metabolism
MAR01069,0,0,Arachidonic acid metabolism
MAR01070,0,0,Arachidonic acid metabolism
MAR01071,0,0,Arachidonic acid metabolism
MAR01072,0,0,Arachidonic acid metabolism
MAR01074,0,0,Arachidonic acid metabolism
MAR03015,0,0,Arachidonic acid metabolism
MAR01080,0,0.014026419,Leukotriene metabolism
MAR01081,0,0,Leukotriene metabolism
MAR01085,0,0,Leukotriene metabolism
MAR01088,0,0,Leukotriene metabolism
MAR01091,0,0,Leukotriene metabolism
MAR01098,0,0,Leukotriene metabolism
MAR01100,0,0,Leukotriene metabolism
MAR01101,0,0,Leukotriene metabolism
MAR01102,0,0,Leukotriene metabolism
MAR01103,0,0,Leukotriene metabolism
MAR01105,0,0,Leukotriene metabolism
MAR01106,0,0,Leukotriene metabolism
MAR01107,0,0,Leukotriene metabolism
MAR01108,0,0,Leukotriene metabolism
MAR01109,0,0,Leukotriene metabolism
MAR01110,0,0,Leukotriene metabolism
MAR01111,0,0,Leukotriene metabolism
MAR01112,0,0,Leukotriene metabolism
MAR01116,0,0,Leukotriene metabolism
MAR01117,0,0,Leukotriene metabolism
MAR01119,0,0,Leukotriene metabolism
MAR01120,0,0,Leukotriene metabolism
MAR01121,0,0,Leukotriene metabolism
MAR01122,0,0,Leukotriene metabolism
MAR01123,0,0,Leukotriene metabolism
MAR01124,0,0,Leukotriene metabolism
MAR01125,0,0,Leukotriene metabolism
MAR01126,0,0,Leukotriene metabolism
MAR01127,0,0,Leukotriene metabolism
MAR01128,0,0,Leukotriene metabolism
MAR01129,0,0,Leukotriene metabolism
MAR01130,0,0,Leukotriene metabolism
MAR01131,-0.014362278,0,Leukotriene metabolism
MAR01132,0,0,Leukotriene metabolism
MAR01133,0,0,Leukotriene metabolism
MAR01134,0,0.01435998,Leukotriene metabolism
MAR01137,0,0,Leukotriene metabolism
MAR01138,0,0.01435998,Leukotriene metabolism
MAR01139,0,0,Leukotriene metabolism
MAR01140,0,0.01435998,Leukotriene metabolism
MAR01146,0,0,Leukotriene metabolism
MAR01147,0,0,Leukotriene metabolism
MAR01148,0,0,Leukotriene metabolism
MAR01149,0,0,Leukotriene metabolism
MAR01150,0,0.014026419,Leukotriene metabolism
MAR01151,0,0,Leukotriene metabolism
MAR01152,0,0.014026419,Leukotriene metabolism
MAR01153,0,0,Leukotriene metabolism
MAR01154,0,0,Leukotriene metabolism
MAR01155,0,0,Leukotriene metabolism
MAR01156,0,0,Leukotriene metabolism
MAR01157,0,0,Leukotriene metabolism
MAR01158,-0.014026419,0,Leukotriene metabolism
MAR01159,0,0,Leukotriene metabolism
MAR01160,-0.014026419,0,Leukotriene metabolism
MAR01161,0,0.014026419,Leukotriene metabolism
MAR01162,0,0.014026419,Leukotriene metabolism
MAR01163,0,0.014026419,Leukotriene metabolism
MAR01164,0,0.014026419,Leukotriene metabolism
MAR01165,0,0.014026419,Leukotriene metabolism
MAR01166,0,0.014026419,Leukotriene metabolism
MAR01167,0,0.014026419,Leukotriene metabolism
MAR01168,0,0.014026419,Leukotriene metabolism
MAR01170,0,0.014026419,Leukotriene metabolism
MAR01171,0,0.014026419,Leukotriene metabolism
MAR01190,0,0,Leukotriene metabolism
MAR01191,0,0,Leukotriene metabolism
MAR01192,0,0,Leukotriene metabolism
MAR01193,0,0,Leukotriene metabolism
MAR01194,0,0,Leukotriene metabolism
MAR01195,0,0,Leukotriene metabolism
MAR01196,0,0,Leukotriene metabolism
MAR01200,0,0,Leukotriene metabolism
MAR01201,-0.014026419,0,Leukotriene metabolism
MAR01202,0,0,Leukotriene metabolism
MAR01203,-0.014026419,0,Leukotriene metabolism
MAR01204,0,0.014026419,Leukotriene metabolism
MAR01205,0,0.014026419,Leukotriene metabolism
MAR01206,0,0.014026419,Leukotriene metabolism
MAR01207,0,0.014026419,Leukotriene metabolism
MAR01208,0,0.014026419,Leukotriene metabolism
MAR01209,0,0.014026419,Leukotriene metabolism
MAR01210,0,0.014026419,Leukotriene metabolism
MAR01211,0,0.014026419,Leukotriene metabolism
MAR01212,0,0.014026419,Leukotriene metabolism
MAR01213,0,0.014026419,Leukotriene metabolism
MAR01228,0,0,Leukotriene metabolism
MAR01229,0,0,Leukotriene metabolism
MAR01230,0,0,Leukotriene metabolism
MAR01231,0,0,Leukotriene metabolism
MAR01232,0,1000,Leukotriene metabolism
MAR01233,0,1000,Leukotriene metabolism
MAR01234,0,0,Leukotriene metabolism
MAR01235,0,0,Leukotriene metabolism
MAR01236,0,0,Leukotriene metabolism
MAR01237,0,0,Leukotriene metabolism
MAR01238,0,0,Leukotriene metabolism
MAR01239,0,0,Leukotriene metabolism
MAR01241,0,0,Leukotriene metabolism
MAR01244,0,0,Leukotriene metabolism
MAR01245,0,0,Leukotriene metabolism
MAR01246,0,0,Leukotriene metabolism
MAR01248,0,0,Leukotriene metabolism
MAR01249,0,0,Leukotriene metabolism
MAR01250,0,0,Leukotriene metabolism
MAR01251,0,0,Leukotriene metabolism
MAR01253,0,0,Leukotriene metabolism
MAR01254,0,0,Leukotriene metabolism
MAR01255,0,0,Leukotriene metabolism
MAR01256,0,0,Leukotriene metabolism
MAR01257,0,0,Leukotriene metabolism
MAR01258,0,0,Leukotriene metabolism
MAR01259,0,0,Leukotriene metabolism
MAR01260,0,0,Leukotriene metabolism
MAR01261,0,0,Leukotriene metabolism
MAR01262,0,0,Leukotriene metabolism
MAR01263,0,0,Leukotriene metabolism
MAR01264,-1000,0,Leukotriene metabolism
MAR01265,0,0,Leukotriene metabolism
MAR01266,-1000,0,Leukotriene metabolism
MAR01270,0,0,Leukotriene metabolism
MAR01271,0,0,Leukotriene metabolism
MAR01272,0,0,Leukotriene metabolism
MAR01273,0,0,Leukotriene metabolism
MAR01274,0,0,Leukotriene metabolism
MAR01275,0,0,Leukotriene metabolism
MAR01276,0,0,Leukotriene metabolism
MAR01277,0,0,Leukotriene metabolism
MAR01278,0,0,Leukotriene metabolism
MAR01279,0,0,Leukotriene metabolism
MAR01280,0,0,Leukotriene metabolism
MAR01281,0,1000,Leukotriene metabolism
MAR01282,0,1000,Leukotriene metabolism
MAR01287,0,0,Leukotriene metabolism
MAR01288,0,0,Leukotriene metabolism
MAR01289,0,0,Leukotriene metabolism
MAR01290,0,0,Leukotriene metabolism
MAR01291,0,0,Leukotriene metabolism
MAR01292,0,0,Leukotriene metabolism
MAR01293,0,0,Leukotriene metabolism
MAR01294,0,0,Leukotriene metabolism
MAR01295,0,0,Leukotriene metabolism
MAR01296,0,0,Leukotriene metabolism
MAR01297,0,0,Leukotriene metabolism
MAR01298,0,0,Leukotriene metabolism
MAR01299,0,0,Leukotriene metabolism
MAR01300,0,0,Leukotriene metabolism
MAR01301,0,0,Leukotriene metabolism
MAR01303,0,0,Leukotriene metabolism
MAR01304,0,0,Leukotriene metabolism
MAR08546,0,0,Eicosanoid metabolism
MAR08550,0,0,Eicosanoid metabolism
MAR08559,0,0,Eicosanoid metabolism
MAR08560,0,0.02,Eicosanoid metabolism
MAR00154,0,0.821529068,Acyl-CoA hydrolysis
MAR00189,0,0.814279202,Acyl-CoA hydrolysis
MAR00193,0,0.814279202,Acyl-CoA hydrolysis
MAR00197,0,0.814279202,Acyl-CoA hydrolysis
MAR00201,0,0.814279202,Acyl-CoA hydrolysis
MAR00206,0,0.814279202,Acyl-CoA hydrolysis
MAR00210,0,0.814279202,Acyl-CoA hydrolysis
MAR00214,0,0.814279202,Acyl-CoA hydrolysis
MAR00223,0,0.814279202,Acyl-CoA hydrolysis
MAR00230,0,0.814279202,Acyl-CoA hydrolysis
MAR00234,0,0.814279202,Acyl-CoA hydrolysis
MAR00238,0,0.814279202,Acyl-CoA hydrolysis
MAR00242,0,0.814279202,Acyl-CoA hydrolysis
MAR00246,0,0.814279202,Acyl-CoA hydrolysis
MAR00250,0,0.814279202,Acyl-CoA hydrolysis
MAR00256,0,0.814279202,Acyl-CoA hydrolysis
MAR00260,0,0.814279202,Acyl-CoA hydrolysis
MAR00264,0,0.814279202,Acyl-CoA hydrolysis
MAR00268,0,0.814279202,Acyl-CoA hydrolysis
MAR00272,0,0.026354399,Acyl-CoA hydrolysis
MAR00276,0,0.814295022,Acyl-CoA hydrolysis
MAR00280,0,0.814295022,Acyl-CoA hydrolysis
MAR00284,0,0.814295022,Acyl-CoA hydrolysis
MAR00290,0,0.814295022,Acyl-CoA hydrolysis
MAR00294,0,0.814294784,Acyl-CoA hydrolysis
MAR00298,0,0.814294784,Acyl-CoA hydrolysis
MAR00302,0,0.814294784,Acyl-CoA hydrolysis
MAR00306,0,0.814294546,Acyl-CoA hydrolysis
MAR00310,0,0.814294546,Acyl-CoA hydrolysis
MAR00314,0,0.814294466,Acyl-CoA hydrolysis
MAR00320,0,0.814294387,Acyl-CoA hydrolysis
MAR00324,0,0.814294308,Acyl-CoA hydrolysis
MAR00328,0,0.814294308,Acyl-CoA hydrolysis
MAR00332,0,0.814293911,Acyl-CoA hydrolysis
MAR00338,0,0.814293355,Acyl-CoA hydrolysis
MAR00342,0,0.814293038,Acyl-CoA hydrolysis
MAR00346,0,0.814293038,Acyl-CoA hydrolysis
MAR00350,0,0.814293038,Acyl-CoA hydrolysis
MAR00354,0,0.814293038,Acyl-CoA hydrolysis
MAR00358,0,0.814293038,Acyl-CoA hydrolysis
MAR00362,0,0.814293038,Acyl-CoA hydrolysis
MAR00366,0,0.814293038,Acyl-CoA hydrolysis
MAR00370,0,0.814293038,Acyl-CoA hydrolysis
MAR00374,0,0.814293038,Acyl-CoA hydrolysis
MAR00378,0,0.814293038,Acyl-CoA hydrolysis
MAR00382,0,0.814293038,Acyl-CoA hydrolysis
MAR00386,0,0.814292958,Acyl-CoA hydrolysis
MAR00390,0,0.814292641,Acyl-CoA hydrolysis
MAR00394,0,0.814292641,Acyl-CoA hydrolysis
MAR00398,0,0.814292641,Acyl-CoA hydrolysis
MAR00402,0,0.814292641,Acyl-CoA hydrolysis
MAR00406,0,0.814292641,Acyl-CoA hydrolysis
MAR00410,0,0.814292641,Acyl-CoA hydrolysis
MAR00414,0,0.814292641,Acyl-CoA hydrolysis
MAR00418,0,0.814292641,Acyl-CoA hydrolysis
MAR00422,0,0.814292641,Acyl-CoA hydrolysis
MAR00426,0,0.814292641,Acyl-CoA hydrolysis
MAR00430,0,0.814292641,Acyl-CoA hydrolysis
MAR00434,0,0.814292562,Acyl-CoA hydrolysis
MAR00438,0,0.814292244,Acyl-CoA hydrolysis
MAR00159,-1000,1000,Carnitine shuttle (cytosolic)
MAR02591,-0.829077326,3.562940054,Carnitine shuttle (cytosolic)
MAR02594,-0.01,0.821530207,Carnitine shuttle (cytosolic)
MAR02599,-0.920517218,0,Carnitine shuttle (cytosolic)
MAR02602,-0.239900001,0.191787862,Carnitine shuttle (cytosolic)
MAR02605,-0.044027,0.041682355,Carnitine shuttle (cytosolic)
MAR02608,-1000,1000,Carnitine shuttle (cytosolic)
MAR02611,0,0.009728885,Carnitine shuttle (cytosolic)
MAR02614,-0.029721452,0.019995392,Carnitine shuttle (cytosolic)
MAR02620,-0.029721452,0.01999258,Carnitine shuttle (cytosolic)
MAR02623,-0.041676941,0.041060345,Carnitine shuttle (cytosolic)
MAR02626,-0.167613834,0.098838694,Carnitine shuttle (cytosolic)
MAR02633,-0.046126453,0.020146884,Carnitine shuttle (cytosolic)
MAR02636,-0.025605437,1000,Carnitine shuttle (cytosolic)
MAR02642,-0.04106113,0.074300952,Carnitine shuttle (cytosolic)
MAR02648,0,0.008560715,Carnitine shuttle (cytosolic)
MAR02651,0,0.008545941,Carnitine shuttle (cytosolic)
MAR02654,-0.074497435,0.074464899,Carnitine shuttle (cytosolic)
MAR02657,-0.073887803,0.026861148,Carnitine shuttle (cytosolic)
MAR02660,-0.020672519,0.074301708,Carnitine shuttle (cytosolic)
MAR02663,-0.138799366,0.074300967,Carnitine shuttle (cytosolic)
MAR02666,-0.17689896,0.029348891,Carnitine shuttle (cytosolic)
MAR02669,0,0.00778965,Carnitine shuttle (cytosolic)
MAR02672,0,0.01323009,Carnitine shuttle (cytosolic)
MAR02675,-0.074301483,0.074300952,Carnitine shuttle (cytosolic)
MAR02678,-0.074302148,0.074300952,Carnitine shuttle (cytosolic)
MAR02681,0,0.074302229,Carnitine shuttle (cytosolic)
MAR02684,-0.078707047,0.078185089,Carnitine shuttle (cytosolic)
MAR02687,0,0.007054117,Carnitine shuttle (cytosolic)
MAR02690,0,0.007756313,Carnitine shuttle (cytosolic)
MAR02693,0,0.006646672,Carnitine shuttle (cytosolic)
MAR02699,-0.074301473,0,Carnitine shuttle (cytosolic)
MAR02702,-0.074301473,0,Carnitine shuttle (cytosolic)
MAR02705,-0.068568196,0.077881265,Carnitine shuttle (cytosolic)
MAR02708,0,0.006445432,Carnitine shuttle (cytosolic)
MAR02711,-0.003422681,0,Carnitine shuttle (cytosolic)
MAR02714,-0.074463981,0.004016315,Carnitine shuttle (cytosolic)
MAR02717,-0.053597888,0.074463453,Carnitine shuttle (cytosolic)
MAR02720,-0.053485848,0.028455206,Carnitine shuttle (cytosolic)
MAR02726,-0.055249856,0.012068037,Carnitine shuttle (cytosolic)
MAR02730,-0.046405671,0.028499857,Carnitine shuttle (cytosolic)
MAR02733,0,0.002848084,Carnitine shuttle (cytosolic)
MAR02736,0,0.002848588,Carnitine shuttle (cytosolic)
MAR02739,-0.056093381,0.054963721,Carnitine shuttle (cytosolic)
MAR02742,-0.0818958,0.814293239,Carnitine shuttle (cytosolic)
MAR02746,-0.013608134,0.074301562,Carnitine shuttle (cytosolic)
MAR02752,-0.074385202,0,Carnitine shuttle (cytosolic)
MAR02755,-0.132592732,0.814184714,Carnitine shuttle (cytosolic)
MAR02759,-0.016206913,0.074427352,Carnitine shuttle (cytosolic)
MAR02762,0,0.028552964,Carnitine shuttle (cytosolic)
MAR02768,-0.081646379,0.010581084,Carnitine shuttle (cytosolic)
MAR02771,0,0.009263401,Carnitine shuttle (cytosolic)
MAR02774,-0.026257174,0.007730244,Carnitine shuttle (cytosolic)
MAR02877,-0.054963356,0.000128193,Carnitine shuttle (cytosolic)
MAR03032,-0.738348337,0.24258399,Carnitine shuttle (cytosolic)
MAR00160,-1000,1000,Carnitine shuttle (mitochondrial)
MAR00161,-1000,1000,Carnitine shuttle (mitochondrial)
MAR00162,-0.242583694,0.738338269,Carnitine shuttle (mitochondrial)
MAR00163,-0.242583694,0.73833827,Carnitine shuttle (mitochondrial)
MAR02592,0,1000,Carnitine shuttle (mitochondrial)
MAR02593,-3.592347711,0.726156903,Carnitine shuttle (mitochondrial)
MAR02596,-1000,1000,Carnitine shuttle (mitochondrial)
MAR02598,-0.082383758,0.019046374,Carnitine shuttle (mitochondrial)
MAR02600,0,0.814278694,Carnitine shuttle (mitochondrial)
MAR02601,0,0.814278694,Carnitine shuttle (mitochondrial)
MAR02603,-0.239901006,0.191787862,Carnitine shuttle (mitochondrial)
MAR02604,-0.191788236,0.239929267,Carnitine shuttle (mitochondrial)
MAR02606,-0.044027118,0.041686623,Carnitine shuttle (mitochondrial)
MAR02607,-0.041681949,0.04402888,Carnitine shuttle (mitochondrial)
MAR02609,-0.1867529,0.178706598,Carnitine shuttle (mitochondrial)
MAR02610,-0.178706228,0.186773783,Carnitine shuttle (mitochondrial)
MAR02612,-1000,1000,Carnitine shuttle (mitochondrial)
MAR02613,-0.009728361,0,Carnitine shuttle (mitochondrial)
MAR02616,-0.019994885,0.029721452,Carnitine shuttle (mitochondrial)
MAR02618,-0.019994885,0.029721452,Carnitine shuttle (mitochondrial)
MAR02621,-0.019994633,0.029721452,Carnitine shuttle (mitochondrial)
MAR02622,-0.019994633,0.029721452,Carnitine shuttle (mitochondrial)
MAR02624,-1000,1000,Carnitine shuttle (mitochondrial)
MAR02625,-0.041059885,0.041675526,Carnitine shuttle (mitochondrial)
MAR02629,-1000,1000,Carnitine shuttle (mitochondrial)
MAR02630,-0.074301756,0.178706598,Carnitine shuttle (mitochondrial)
MAR02634,-1000,1000,Carnitine shuttle (mitochondrial)
MAR02635,-0.029721452,0.040587269,Carnitine shuttle (mitochondrial)
MAR02638,-1000,1000,Carnitine shuttle (mitochondrial)
MAR02640,-1000,0.020727707,Carnitine shuttle (mitochondrial)
