"","ReactionID","Flux","ReactionName","Subsystem","Equation"
"1678","MAR02793",0,"HMR_2793","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + tetradecenoylcarnitine(5)[r] <=> L-carnitine[r] + tetradecenoylcarnitine(5)[c]"
"1679","MAR02794",0,"HMR_2794","Carnitine shuttle (endoplasmic reticular)","(9E)-tetradecenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + tetradecenoylcarnitine(5)[r]"
"1680","MAR02795",0,"HMR_2795","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + tetradecenoylcarnitine(7)[r] <=> L-carnitine[r] + tetradecenoylcarnitine(7)[c]"
"1681","MAR02796",0,"HMR_2796","Carnitine shuttle (endoplasmic reticular)","(7Z)-tetradecenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + tetradecenoylcarnitine(7)[r]"
"1682","MAR02797",0,"HMR_2797","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + tetradecenoylcarnitine(9)[r] <=> L-carnitine[r] + tetradecenoylcarnitine(9)[c]"
"1683","MAR02798",0,"HMR_2798","Carnitine shuttle (endoplasmic reticular)","5-tetradecenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + tetradecenoylcarnitine(9)[r]"
"1684","MAR02799",0,"HMR_2799","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + pentadecanoylcarnitine[r] <=> L-carnitine[r] + pentadecanoylcarnitine[c]"
"1685","MAR02800",0,"HMR_2800","Carnitine shuttle (endoplasmic reticular)","CoA[r] + pentadecanoylcarnitine[r] <=> L-carnitine[r] + pentadecanoyl-CoA[r]"
"1686","MAR02801",0,"r0998","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + L-palmitoylcarnitine[r] <=> L-carnitine[r] + L-palmitoylcarnitine[c]"
"1687","MAR02803",0,"r0434","Carnitine shuttle (endoplasmic reticular)","CoA[r] + L-palmitoylcarnitine[r] <=> L-carnitine[r] + palmitoyl-CoA[r]"
"1688","MAR02805",0,"HMR_2805","Carnitine shuttle (endoplasmic reticular)","hexadecenoylcarnitine(9)[r] + L-carnitine[c] <=> hexadecenoylcarnitine(9)[c] + L-carnitine[r]"
"1689","MAR02806",0,"HMR_2806","Carnitine shuttle (endoplasmic reticular)","7-hexadecenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + hexadecenoylcarnitine(9)[r]"
"1690","MAR02807",0,"r1000","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + palmitoleoyl-carnitine[r] <=> L-carnitine[r] + palmitoleoyl-carnitine[c]"
"1691","MAR02809",0,"r0444","Carnitine shuttle (endoplasmic reticular)","CoA[r] + palmitoleoyl-carnitine[r] <=> L-carnitine[r] + palmitoleoyl-CoA[r]"
"1692","MAR02811",0,"HMR_2811","Carnitine shuttle (endoplasmic reticular)","heptadecanoylcarnitine[r] + L-carnitine[c] <=> heptadecanoylcarnitine[c] + L-carnitine[r]"
"1693","MAR02812",0,"HMR_2812","Carnitine shuttle (endoplasmic reticular)","CoA[r] + heptadecanoylcarnitine[r] <=> heptadecanoyl-CoA[r] + L-carnitine[r]"
"1694","MAR02813",0,"HMR_2813","Carnitine shuttle (endoplasmic reticular)","heptadecenoylcarnitine(7)[r] + L-carnitine[c] <=> heptadecenoylcarnitine(7)[c] + L-carnitine[r]"
"1695","MAR02814",0,"HMR_2814","Carnitine shuttle (endoplasmic reticular)","(10Z)-heptadecenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + heptadecenoylcarnitine(7)[r]"
"1696","MAR02815",0,"HMR_2815","Carnitine shuttle (endoplasmic reticular)","heptadecenoylcarnitine(8)[r] + L-carnitine[c] <=> heptadecenoylcarnitine(8)[c] + L-carnitine[r]"
"1697","MAR02816",0,"HMR_2816","Carnitine shuttle (endoplasmic reticular)","9-heptadecenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + heptadecenoylcarnitine(8)[r]"
"1698","MAR02817",0,"HMR_2817","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + stearoylcarnitine[r] <=> L-carnitine[r] + stearoylcarnitine[c]"
"1699","MAR02819",0,"HMR_2819","Carnitine shuttle (endoplasmic reticular)","CoA[r] + stearoylcarnitine[r] <=> L-carnitine[r] + stearoyl-CoA[r]"
"1700","MAR02821",0,"HMR_2821","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + octadecenoylcarnitine(5)[r] <=> L-carnitine[r] + octadecenoylcarnitine(5)[c]"
"1701","MAR02822",0,"HMR_2822","Carnitine shuttle (endoplasmic reticular)","(13Z)-octadecenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + octadecenoylcarnitine(5)[r]"
"1702","MAR02823",0,"HMR_2823","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + octadecenoylcarnitine(7)[r] <=> L-carnitine[r] + octadecenoylcarnitine(7)[c]"
"1703","MAR02824",0,"HMR_2824","Carnitine shuttle (endoplasmic reticular)","CoA[r] + octadecenoylcarnitine(7)[r] <=> cis-vaccenoyl-CoA[r] + L-carnitine[r]"
"1704","MAR02825",0,"","Carnitine shuttle (endoplasmic reticular)","L-carnitine[r] + L-oleoylcarnitine[c] => L-carnitine[c] + L-oleoylcarnitine[r]"
"1705","MAR02827",0,"HMR_2827","Carnitine shuttle (endoplasmic reticular)","CoA[r] + L-oleoylcarnitine[r] <=> L-carnitine[r] + oleoyl-CoA[r]"
"1706","MAR02829",0,"HMR_2829","Carnitine shuttle (endoplasmic reticular)","(9E)-octadecenoylcarnitine[c] + L-carnitine[r] => (9E)-octadecenoylcarnitine[r] + L-carnitine[c]"
"1707","MAR02830",0,"HMR_2830","Carnitine shuttle (endoplasmic reticular)","(9E)-octadecenoylcarnitine[r] + CoA[r] => (9E)-octadecenoyl-CoA[r] + L-carnitine[r]"
"1708","MAR02831",0,"HMR_2831","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + octadecenoylcarnitine(11)[r] <=> L-carnitine[r] + octadecenoylcarnitine(11)[c]"
"1709","MAR02832",0,"HMR_2832","Carnitine shuttle (endoplasmic reticular)","(7Z)-octadecenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + octadecenoylcarnitine(11)[r]"
"1710","MAR02833",0,"HMR_2833","Carnitine shuttle (endoplasmic reticular)","(6Z,9Z)-octadecadienoylcarnitine[c] + L-carnitine[r] => (6Z,9Z)-octadecadienoylcarnitine[r] + L-carnitine[c]"
"1711","MAR02834",0,"HMR_2834","Carnitine shuttle (endoplasmic reticular)","(6Z,9Z)-octadecadienoylcarnitine[r] + CoA[r] => (6Z,9Z)-octadecadienoyl-CoA[r] + L-carnitine[r]"
"1712","MAR02835",0,"HMR_2835","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + nonadecanoylcarnitine[r] <=> L-carnitine[r] + nonadecanoylcarnitine[c]"
"1713","MAR02836",0,"HMR_2836","Carnitine shuttle (endoplasmic reticular)","CoA[r] + nonadecanoylcarnitine[r] <=> L-carnitine[r] + nonadecanoyl-CoA[r]"
"1714","MAR02837",0,"HMR_2837","Carnitine shuttle (endoplasmic reticular)","eicosanoylcarnitine[r] + L-carnitine[c] <=> eicosanoylcarnitine[c] + L-carnitine[r]"
"1715","MAR02838",0,"HMR_2838","Carnitine shuttle (endoplasmic reticular)","CoA[r] + eicosanoylcarnitine[r] <=> eicosanoyl-CoA[r] + L-carnitine[r]"
"1716","MAR02839",0,"HMR_2839","Carnitine shuttle (endoplasmic reticular)","eicosenoylcarnitine(9)[r] + L-carnitine[c] <=> eicosenoylcarnitine(9)[c] + L-carnitine[r]"
"1717","MAR02840",0,"HMR_2840","Carnitine shuttle (endoplasmic reticular)","(11Z)-eicosenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + eicosenoylcarnitine(9)[r]"
"1718","MAR02841",0,"HMR_2841","Carnitine shuttle (endoplasmic reticular)","eicosenoylcarnitine(11)[r] + L-carnitine[c] <=> eicosenoylcarnitine(11)[c] + L-carnitine[r]"
"1719","MAR02842",0,"HMR_2842","Carnitine shuttle (endoplasmic reticular)","9-eicosenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + eicosenoylcarnitine(11)[r]"
"1720","MAR02843",0,"HMR_2843","Carnitine shuttle (endoplasmic reticular)","eicosenoylcarnitine(7)[r] + L-carnitine[c] <=> eicosenoylcarnitine(7)[c] + L-carnitine[r]"
"1721","MAR02844",0,"HMR_2844","Carnitine shuttle (endoplasmic reticular)","(13Z)-eicosenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + eicosenoylcarnitine(7)[r]"
"1722","MAR02845",0,"HMR_2845","Carnitine shuttle (endoplasmic reticular)","(8Z,11Z)-eicosadienoylcarnitine[c] + L-carnitine[r] <=> (8Z,11Z)-eicosadienoylcarnitine[r] + L-carnitine[c]"
"1723","MAR02846",0,"HMR_2846","Carnitine shuttle (endoplasmic reticular)","(8Z,11Z)-eicosadienoyl-CoA[r] + L-carnitine[r] <=> (8Z,11Z)-eicosadienoylcarnitine[r] + CoA[r]"
"1724","MAR02847",0,"HMR_2847","Carnitine shuttle (endoplasmic reticular)","(5Z,8Z,11Z)-eicosatrienoylcarnitine[c] + L-carnitine[r] <=> (5Z,8Z,11Z)-eicosatrienoylcarnitine[r] + L-carnitine[c]"
"1725","MAR02848",0,"HMR_2848","Carnitine shuttle (endoplasmic reticular)","(5Z,8Z,11Z)-eicosatrienoyl-CoA[r] + L-carnitine[r] <=> (5Z,8Z,11Z)-eicosatrienoylcarnitine[r] + CoA[r]"
"1726","MAR02849",0,"HMR_2849","Carnitine shuttle (endoplasmic reticular)","heneicosanoylcarnitine[r] + L-carnitine[c] <=> heneicosanoylcarnitine[c] + L-carnitine[r]"
"1727","MAR02850",0,"HMR_2850","Carnitine shuttle (endoplasmic reticular)","CoA[r] + heneicosanoylcarnitine[r] <=> heneicosanoyl-CoA[r] + L-carnitine[r]"
"1728","MAR02851",0,"HMR_2851","Carnitine shuttle (endoplasmic reticular)","docosanoylcarnitine[r] + L-carnitine[c] <=> docosanoylcarnitine[c] + L-carnitine[r]"
"1729","MAR02852",0,"HMR_2852","Carnitine shuttle (endoplasmic reticular)","CoA[r] + docosanoylcarnitine[r] <=> docosanoyl-CoA[r] + L-carnitine[r]"
"1730","MAR02853",0,"HMR_2853","Carnitine shuttle (endoplasmic reticular)","docosenoylcarnitine[r] + L-carnitine[c] <=> docosenoylcarnitine[c] + L-carnitine[r]"
"1731","MAR02854",0,"HMR_2854","Carnitine shuttle (endoplasmic reticular)","(13Z)-docosenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + docosenoylcarnitine[r]"
"1732","MAR02855",0,"HMR_2855","Carnitine shuttle (endoplasmic reticular)","docosenoylcarnitine(11)[r] + L-carnitine[c] <=> docosenoylcarnitine(11)[c] + L-carnitine[r]"
"1733","MAR02856",0,"HMR_2856","Carnitine shuttle (endoplasmic reticular)","(11Z)-docosenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + docosenoylcarnitine(11)[r]"
"1734","MAR02857",-0.000619471573717483,"HMR_2857","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + octadecatrienoylcarnitine[r] <=> L-carnitine[r] + octadecatrienoylcarnitine[c]"
"1735","MAR02859",0.000619471573717483,"HMR_2859","Carnitine shuttle (endoplasmic reticular)","CoA[r] + octadecatrienoylcarnitine[r] <=> L-carnitine[r] + linolenoyl-CoA[r]"
"1736","MAR02861",0,"HMR_2861","Carnitine shuttle (endoplasmic reticular)","(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[c] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[r] + L-carnitine[c]"
"1737","MAR02862",0,"HMR_2862","Carnitine shuttle (endoplasmic reticular)","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[r] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[r] + CoA[r]"
"1738","MAR02863",0,"HMR_2863","Carnitine shuttle (endoplasmic reticular)","(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[c] + L-carnitine[r] <=> (8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[r] + L-carnitine[c]"
"1739","MAR02864",0,"HMR_2864","Carnitine shuttle (endoplasmic reticular)","(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[r] + L-carnitine[r] <=> (8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[r] + CoA[r]"
"1740","MAR02865",0,"HMR_2865","Carnitine shuttle (endoplasmic reticular)","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[c] + L-carnitine[r] <=> (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[r] + L-carnitine[c]"
"1741","MAR02866",0,"HMR_2866","Carnitine shuttle (endoplasmic reticular)","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[r] + L-carnitine[r] <=> (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[r] + CoA[r]"
"1742","MAR02867",0,"HMR_2867","Carnitine shuttle (endoplasmic reticular)","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[c] + L-carnitine[r] <=> (7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[r] + L-carnitine[c]"
"1743","MAR02868",0,"HMR_2868","Carnitine shuttle (endoplasmic reticular)","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[r] + L-carnitine[r] <=> (7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[r] + CoA[r]"
"1744","MAR02869",0,"HMR_2869","Carnitine shuttle (endoplasmic reticular)","docosahexaenoylcarnitine[r] + L-carnitine[c] <=> docosahexaenoylcarnitine[c] + L-carnitine[r]"
"1745","MAR02870",0,"HMR_2870","Carnitine shuttle (endoplasmic reticular)","(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + docosahexaenoylcarnitine[r]"
"1746","MAR02871",0,"HMR_2871","Carnitine shuttle (endoplasmic reticular)","(11Z,14Z,17Z)-eicosatrienoylcarnitine[c] + L-carnitine[r] <=> (11Z,14Z,17Z)-eicosatrienoylcarnitine[r] + L-carnitine[c]"
"1747","MAR02872",0,"HMR_2872","Carnitine shuttle (endoplasmic reticular)","(11Z,14Z,17Z)-eicosatrienoyl-CoA[r] + L-carnitine[r] <=> (11Z,14Z,17Z)-eicosatrienoylcarnitine[r] + CoA[r]"
"1748","MAR02873",0,"HMR_2873","Carnitine shuttle (endoplasmic reticular)","13,16,19-docosatrienoylcarnitine[c] + L-carnitine[r] <=> 13,16,19-docosatrienoylcarnitine[r] + L-carnitine[c]"
"1749","MAR02874",0,"HMR_2874","Carnitine shuttle (endoplasmic reticular)","13,16,19-docosatrienoyl-CoA[r] + L-carnitine[r] <=> 13,16,19-docosatrienoylcarnitine[r] + CoA[r]"
"1750","MAR02875",0,"HMR_2875","Carnitine shuttle (endoplasmic reticular)","10,13,16,19-docosatetraenoylcarnitine[c] + L-carnitine[r] <=> 10,13,16,19-docosatetraenoylcarnitine[r] + L-carnitine[c]"
"1751","MAR02876",0,"HMR_2876","Carnitine shuttle (endoplasmic reticular)","10,13,16,19-docosatetraenoyl-CoA[r] + L-carnitine[r] <=> 10,13,16,19-docosatetraenoylcarnitine[r] + CoA[r]"
"1752","MAR02878",0,"HMR_2878","Carnitine shuttle (endoplasmic reticular)","12,15,18,21-tetracosatetraenoylcarnitine[c] + L-carnitine[r] <=> 12,15,18,21-tetracosatetraenoylcarnitine[r] + L-carnitine[c]"
"1753","MAR02879",0,"HMR_2879","Carnitine shuttle (endoplasmic reticular)","12,15,18,21-tetracosatetraenoyl-CoA[r] + L-carnitine[r] <=> 12,15,18,21-tetracosatetraenoylcarnitine[r] + CoA[r]"
"1754","MAR02880",0,"r1002","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + linoleic-carnitine[r] <=> L-carnitine[r] + linoleic-carnitine[c]"
"1755","MAR02882",0,"r0438","Carnitine shuttle (endoplasmic reticular)","CoA[r] + linoleic-carnitine[r] <=> L-carnitine[r] + linoleoyl-CoA[r]"
"1756","MAR02884",0,"HMR_2884","Carnitine shuttle (endoplasmic reticular)","gamma-linolenoylcarnitine[r] + L-carnitine[c] <=> gamma-linolenoylcarnitine[c] + L-carnitine[r]"
"1757","MAR02886",0,"HMR_2886","Carnitine shuttle (endoplasmic reticular)","CoA[r] + gamma-linolenoylcarnitine[r] <=> gamma-linolenoyl-CoA[r] + L-carnitine[r]"
"1758","MAR02888",0,"HMR_2888","Carnitine shuttle (endoplasmic reticular)","eicosatrienoylcarnitine[r] + L-carnitine[c] <=> eicosatrienoylcarnitine[c] + L-carnitine[r]"
"1759","MAR02890",0,"HMR_2890","Carnitine shuttle (endoplasmic reticular)","CoA[r] + eicosatrienoylcarnitine[r] <=> dihomo-gamma-linolenoyl-CoA[r] + L-carnitine[r]"
"1760","MAR02892",0,"r1007","Carnitine shuttle (endoplasmic reticular)","arachidonyl-carnitine[r] + L-carnitine[c] <=> arachidonyl-carnitine[c] + L-carnitine[r]"
"1761","MAR02894",0,"r0441","Carnitine shuttle (endoplasmic reticular)","arachidonyl-carnitine[r] + CoA[r] <=> arachidonyl-CoA[r] + L-carnitine[r]"
"1762","MAR02896",0,"HMR_2896","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + ocosatetraenoylcarnitine[r] <=> L-carnitine[r] + ocosatetraenoylcarnitine[c]"
"1763","MAR02897",0,"HMR_2897","Carnitine shuttle (endoplasmic reticular)","(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + ocosatetraenoylcarnitine[r]"
"1764","MAR02898",0,"HMR_2898","Carnitine shuttle (endoplasmic reticular)","(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[c] + L-carnitine[r] <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[r] + L-carnitine[c]"
"1765","MAR02899",0,"HMR_2899","Carnitine shuttle (endoplasmic reticular)","(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[r] + L-carnitine[r] <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[r] + CoA[r]"
"1766","MAR02900",0,"HMR_2900","Carnitine shuttle (endoplasmic reticular)","eicosadienoylcarnitine[r] + L-carnitine[c] <=> eicosadienoylcarnitine[c] + L-carnitine[r]"
"1767","MAR02901",0,"HMR_2901","Carnitine shuttle (endoplasmic reticular)","(11Z,14Z)-eicosadienoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + eicosadienoylcarnitine[r]"
"1768","MAR02902",0,"HMR_2902","Carnitine shuttle (endoplasmic reticular)","(13Z,16Z)-docosadienoylcarnitine[c] + L-carnitine[r] <=> (13Z,16Z)-docosadienoylcarnitine[r] + L-carnitine[c]"
"1769","MAR02903",0,"HMR_2903","Carnitine shuttle (endoplasmic reticular)","(13Z,16Z)-docosadienoyl-CoA[r] + L-carnitine[r] <=> (13Z,16Z)-docosadienoylcarnitine[r] + CoA[r] + H+[r]"
"1770","MAR02904",0,"HMR_2904","Carnitine shuttle (endoplasmic reticular)","10,13,16-docosatrienoylcarnitine[c] + L-carnitine[r] <=> 10,13,16-docosatrienoylcarnitine[r] + L-carnitine[c]"
"1771","MAR02905",0,"HMR_2905","Carnitine shuttle (endoplasmic reticular)","10,13,16-docosatrienoyl-CoA[r] + L-carnitine[r] <=> 10,13,16-docosatrienoylcarnitine[r] + CoA[r]"
"1772","MAR02906",0,"HMR_2906","Carnitine shuttle (endoplasmic reticular)","CoA[c] + tricosanoylcarnitine[c] <=> L-carnitine[c] + tricosanoyl-CoA[c]"
"1773","MAR02907",0,"HMR_2907","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + tricosanoylcarnitine[r] <=> L-carnitine[r] + tricosanoylcarnitine[c]"
"1774","MAR02908",0,"HMR_2908","Carnitine shuttle (endoplasmic reticular)","CoA[r] + tricosanoylcarnitine[r] <=> L-carnitine[r] + tricosanoyl-CoA[r]"
"1775","MAR02909",0,"LGNCCPT1","Carnitine shuttle (endoplasmic reticular)","CoA[c] + tetracosanoylcarnitine[c] <=> L-carnitine[c] + tetracosanoyl-CoA[c]"
"1776","MAR02910",0,"HMR_2910","Carnitine shuttle (endoplasmic reticular)","L-carnitine[c] + tetracosanoylcarnitine[r] <=> L-carnitine[r] + tetracosanoylcarnitine[c]"
"1777","MAR02911",0,"HMR_2911","Carnitine shuttle (endoplasmic reticular)","CoA[r] + tetracosanoylcarnitine[r] <=> L-carnitine[r] + tetracosanoyl-CoA[r]"
"1778","MAR02912",0,"NRVNCCPT1","Carnitine shuttle (endoplasmic reticular)","(15Z)-tetracosenoyl-CoA[c] + L-carnitine[c] <=> (15Z)-tetracosenoylcarnitine[c] + CoA[c]"
"1779","MAR02913",0,"HMR_2913","Carnitine shuttle (endoplasmic reticular)","(15Z)-tetracosenoylcarnitine[c] + L-carnitine[r] <=> (15Z)-tetracosenoylcarnitine[r] + L-carnitine[c]"
"1780","MAR02914",0,"HMR_2914","Carnitine shuttle (endoplasmic reticular)","(15Z)-tetracosenoyl-CoA[r] + L-carnitine[r] <=> (15Z)-tetracosenoylcarnitine[r] + CoA[r]"
"1781","MAR02915",0,"HEXCCPT1","Carnitine shuttle (endoplasmic reticular)","CoA[c] + hexacosanoylcarnitine[c] <=> hexacosanoyl-CoA[c] + L-carnitine[c]"
"1782","MAR02916",0,"HMR_2916","Carnitine shuttle (endoplasmic reticular)","hexacosanoylcarnitine[r] + L-carnitine[c] <=> hexacosanoylcarnitine[c] + L-carnitine[r]"
"1783","MAR02917",0,"HMR_2917","Carnitine shuttle (endoplasmic reticular)","CoA[r] + hexacosanoylcarnitine[r] <=> hexacosanoyl-CoA[r] + L-carnitine[r]"
"1784","MAR02918",0,"HMR_2918","Carnitine shuttle (endoplasmic reticular)","CoA[c] + hexacosenoylcarnitine[c] <=> hexacosenoyl-CoA[c] + L-carnitine[c]"
"1785","MAR02919",0,"HMR_2919","Carnitine shuttle (endoplasmic reticular)","hexacosenoylcarnitine[r] + L-carnitine[c] <=> hexacosenoylcarnitine[c] + L-carnitine[r]"
"1786","MAR02920",0,"HMR_2920","Carnitine shuttle (endoplasmic reticular)","CoA[r] + hexacosenoylcarnitine[r] <=> hexacosenoyl-CoA[r] + L-carnitine[r]"
"1787","MAR02921",0,"TETPENT3CPT1","Carnitine shuttle (endoplasmic reticular)","(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + L-carnitine[c] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[c] + CoA[c]"
"1788","MAR02922",0,"HMR_2922","Carnitine shuttle (endoplasmic reticular)","(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[c] + L-carnitine[r] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[r] + L-carnitine[c]"
"1789","MAR02923",0,"HMR_2923","Carnitine shuttle (endoplasmic reticular)","(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[r] + L-carnitine[r] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[r] + CoA[r]"
"1790","MAR02924",0,"TETTET6CPT1","Carnitine shuttle (endoplasmic reticular)","(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + L-carnitine[c] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[c] + CoA[c]"
"1791","MAR02925",0,"HMR_2925","Carnitine shuttle (endoplasmic reticular)","(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[c] + L-carnitine[r] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[r] + L-carnitine[c]"
"1792","MAR02926",0,"HMR_2926","Carnitine shuttle (endoplasmic reticular)","(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[r] + L-carnitine[r] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[r] + CoA[r]"
"1793","MAR02927",0,"TETPENT6CPT1","Carnitine shuttle (endoplasmic reticular)","(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + L-carnitine[c] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[c] + CoA[c]"
"1794","MAR02928",0,"HMR_2928","Carnitine shuttle (endoplasmic reticular)","(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[c] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[r] + L-carnitine[c]"
"1795","MAR02929",0,"HMR_2929","Carnitine shuttle (endoplasmic reticular)","(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[r] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[r] + CoA[r]"
"1796","MAR02930",0,"HMR_2930","Carnitine shuttle (endoplasmic reticular)","(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + L-carnitine[c] <=> (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine[c] + CoA[c]"
"1797","MAR02931",0,"HMR_2931","Carnitine shuttle (endoplasmic reticular)","(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine[c] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine[r] + L-carnitine[c]"
"1798","MAR02932",0,"HMR_2932","Carnitine shuttle (endoplasmic reticular)","(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[r] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine[r] + CoA[r]"
"1799","MAR00001",0,"HMR_0001","Acylglycerides metabolism","chylomicron[s] => chylomicron remnant[s] + 77243 TAG-chylomicron pool[s]"
"1800","MAR00002",0,"HMR_0002","Acylglycerides metabolism","H2O[s] + TAG-chylomicron pool[s] => 1,2-diacylglycerol-chylomicron pool[s] + fatty acid-chylomicron pool[s]"
"1801","MAR00003",0,"HMR_0003","Acylglycerides metabolism","1,2-diacylglycerol-chylomicron pool[s] + H2O[s] => 1-acylglycerol-chylomicron pool[s] + fatty acid-chylomicron pool[s]"
"1802","MAR00005",0,"HMR_0005","Acylglycerides metabolism","1-acylglycerol-chylomicron pool[c] + H2O[c] => glycerol[c] + fatty acid-chylomicron pool[c]"
"1803","MAR00449",0,"GLYC3PFADm","Acylglycerides metabolism","FAD[m] + sn-glycerol-3-phosphate[m] => DHAP[m] + FADH2[m]"
"1804","MAR00604",0,"DAGK_hs","Acylglycerides metabolism","1,2-diacylglycerol-LD-TAG pool[c] + ATP[c] => ADP[c] + H+[c] + phosphatidate-LD-TAG pool[c]"
"1805","MAR00605",0.000957342233878837,"HMR_0605","Acylglycerides metabolism","1,2-diacylglycerol-LD-TAG pool[c] + acyl-CoA pool[c] => CoA[c] + TAG-LD pool[c]"
"1806","MAR00665",0,"HMR_0665","Acylglycerides metabolism","H2O[c] + TAG-LD pool[c] => 1,2-diacylglycerol-LD-TAG pool[c] + H+[c] + fatty acid pool[c]"
"1807","MAR00667",0,"HMR_0667","Acylglycerides metabolism","1,2-diacylglycerol-LD-TAG pool[c] + H2O[c] => 1-acylglycerol-LD-TG1 pool[c] + H+[c] + fatty acid pool[c]"
